crit_violations	latitude	longitude
16	40.71689995	-73.9994056224
10	40.5638097	-74.1163707
16	40.7380122	-74.0037823
26	40.6509830714	-73.9494820714
13	40.5901644459	-73.9532700614
7	40.7596796	-73.9755707
5	40.8420958	-73.9394767
13	40.5892602953	-73.9615027248
5	40.7188745	-73.9973165046
11	40.67971625	-73.9178476455
10	40.628495	-74.0165996
16	40.7547198	-73.9812628
6	40.7273898	-74.0004064
10	40.7550069	-73.9646207
22	40.6000612	-74.1778871
22	40.7371344	-73.9979214
13	40.8273059	-73.9252404
18	40.7388751	-73.9998072
15	40.7089856	-73.9590514
7	40.80335	-73.9638206
10	40.7494272	-73.8850023
8	40.6199498	-73.9896959
4	40.760057	-73.9891182
29	40.7619226	-73.9611787
10	40.760337	-73.988948
11	40.576366	-73.982241
16	40.7655508	-73.9828008
14	40.56337	-74.1388039
2	40.7935938	-73.9727055
3	40.7582675	-73.9635122
12	40.588446	-73.9703930588
14	40.8724885	-73.8777669
18	40.71506035	-73.9982874204
13	40.723242	-73.7280407
20	40.7144241	-73.9988881
18	40.72064	-74.0049699
9	40.723242	-73.7280407
6	40.723242	-73.7280407
7	40.5673022	-73.8702319
17	40.5882651818	-73.9705206364
6	40.63016765	-74.1403508488
16	40.60762345	-73.94288025
14	40.751368	-73.0275679
15	40.7052742	-74.0087886
21	40.668726	-73.8214429
15	40.564021	-73.8955409
9	40.59928195	-73.9550849163
13	40.753547	-73.9987458
2	40.5895113061	-73.9592283469
20	40.7441367	-73.983065546
6	43.1086491	-79.0540834
4	40.5840647	-73.9395637
7	40.7319679	-74.0016583
3	40.5996008421	-73.9418387368
9	40.885148	-73.90032465
36	40.7359926	-73.8654988
10	40.719647	-73.8425882
17	40.706556	-74.0136333
15	43.1086491	-79.0540834
3	40.7340467	-74.0027764
4	40.69849715	-73.9927279
20	40.5892368378	-73.9632076757
33	40.62969855	-74.1123015977
9	40.7594505	-73.9690693
4	40.5935294583	-73.9291007083
30	40.8401362	-73.9168424
16	40.7374599	-73.707734
7	40.8898905	-73.8194201026
4	40.7002445	-73.8075512
17	40.747192	-73.8828929
11	40.5884208	-74.10496975
29	40.723242	-73.7280407
23	40.831799	-73.8512099
13	40.67881775	-73.9681571472
11	42.8019023061	-73.9536790408
16	40.618866	-73.9907846
3	40.588593	-73.969073
14	40.81404905	-73.8141915367
8	40.610391	-73.9233547
15	40.588462	-73.9702497647
9	40.6006278	-74.1427665
15	40.624631	-73.733137
5	40.7746275	-73.9125441
1	40.616946	-73.977739
35	40.5899403429	-73.9568349714
5	40.778475	-73.7775242
3	40.76636125	-73.979010539
8	40.76636125	-73.979010539
4	40.5894307545	-73.9614668
10	40.7638694	-73.9629729
12	41.578047	-74.1594759
4	40.7306588	-73.9855067
23	40.68237385	-73.981859535
17	40.6369001	-74.1349928263
2	40.7081812	-73.8723015
13	40.7523476	-73.9872393
20	40.7730477	-73.8448638
10	40.7680505	-73.954989
4	40.5655526	-74.10033107
12	40.8676771	-73.9217282
12	40.762307	-73.977035
9	42.8012145	-73.9525797
22	40.6797667	-73.8445909
13	40.7641379	-73.9542568
2	40.7783061	-73.981633
12	40.668726	-73.8214429
12	40.610391	-73.9233547
14	40.6795476	-73.8617411
5	40.7719194	-73.9818732
24	40.5947528	-73.981260425
7	40.7700486	-73.8348861
4	40.8979634	-73.8670272
5	40.85066	-73.882546
2	40.85066	-73.882546
2	40.85066	-73.882546
2	40.85066	-73.882546
1	40.85066	-73.882546
11	40.6134558	-74.100704
3	40.749856	-73.9712083
8	40.7362261	-74.0007467
10	40.6153833878	-73.918464102
9	40.7527012	-73.9772497736
25	40.850264	-73.1345659
25	40.5811873	-74.0989219375
5	40.7561037	-73.9827221
17	40.7563016	-73.9771121
4	40.5903159245	-73.9534112858
21	40.5879786298	-73.9731369945
15	40.756594	-73.984838
5	40.7183487	-73.9431504
11	42.724715	-73.6784329
7	40.7179401	-73.9981834
7	40.9966573	-73.7195777
8	40.70921765	-73.9032227
13	40.6202339	-74.0078177
15	40.7408093	-74.0004193
5	40.7262443	-74.0020529
6	40.759647	-73.9714599
18	42.7458637	-73.7254921
3	40.7403865	-73.7310602
6	40.5893412545	-73.9622698
9	40.757038	-73.9769071
7	40.5893951224	-73.9602853265
16	40.7348065	-73.8147704
15	40.7647958	-73.9701322
14	40.589259094	-73.9615135034
5	40.761507	-73.5232159
18	40.8863875	-73.9099079
8	40.67098895	-73.9425692502
3	40.7593263	-73.9872739
12	40.67334	-73.478045
19	40.7813724	-73.9486257
20	40.769893102	-73.8367057143
3	40.761786	-73.5178619
10	40.6893228	-73.9695425
12	40.8557939615	-73.7923430769
16	40.73241025	-73.99857625
13	40.7567949	-73.984126
13	40.6479013	-73.8819313
12	40.776037	-73.9818677
14	40.7319768	-73.9942395
4	40.6896224	-73.9804806
18	40.5891858121	-73.9621709933
32	40.8424901429	-73.8538886531
4	40.7021941	-74.0120454
8	40.71517575	-74.0089340192
13	40.8377609	-73.7826553002
8	40.6635790286	-73.9354677714
4	40.9701263	-73.696081
2	40.711536	-73.8240838
4	40.6417573	-73.9930386429
3	40.6842145	-74.0018450723
7	40.7200906	-73.8451846
6	40.7761112	-73.9624637
22	40.7230088	-74.0030656
6	40.7364861	-73.9866946
11	40.705583	-73.7397109
17	40.7076862	-74.0076663
11	40.7285324	-74.0018747
28	40.8782794	-73.9035576
16	40.8418993	-73.9394928
19	40.7798352	-73.9598594342
5	40.7315763	-74.0004126
9	40.7528832	-73.9720906
15	40.705761	-73.8016569
13	40.71648225	-73.9511997929
19	40.897784	-73.8671206667
11	42.7458637	-73.7254921
14	40.7259033	-74.0094873
10	42.7458637	-73.7254921
10	40.7177059	-73.9580946
2	40.5595566	-74.1689513
17	40.7491154	-73.9788924
9	40.7739694	-73.9636632
7	40.77012	-73.9574092
21	40.7377232	-73.9865924
6	40.6956771	-73.7459203
8	40.7698386	-73.7089842
23	40.72876555	-74.0007203175
13	40.7551334	-73.9708206
16	40.758261	-73.8419159
1	40.730194	-74.00056461
15	40.6250873	-74.1470177
15	40.7374599	-73.707734
9	40.65276205	-73.919509394
6	40.6928719845	-73.7132090663
6	40.6351456	-73.9611723
16	40.7675444	-73.9832993
14	40.7588307	-73.9928064
5	42.7458637	-73.7254921
4	40.586712	-73.9853309
2	40.7149616	-73.982832
14	40.61099545	-73.9788648456
18	40.6126356	-74.1320959497
5	40.7331485	-74.0053647
20	40.758342	-73.7306119
3	40.6094356	-73.9320773
13	42.7458637	-73.7254921
3	42.8002283	-73.9523151
7	40.82758905	-73.8236383036
10	40.73726235	-74.006008908
11	40.54389585	-74.1406172356
14	40.7745571	-73.9588888473
1	40.711536	-73.8240838
10	40.711536	-73.8240838
21	40.7935938	-73.9727055
26	40.7624022	-73.9782725
3	40.5980113	-73.9312898072
6	40.6693389	-73.933622699
13	40.6743686	-73.8014597
20	40.8293292	-73.8757384
8	40.7846911	-73.8091123
12	40.5880032928	-73.9729050939
12	40.7589209	-73.9732005086
13	40.7633519	-73.9782541
18	40.5707687	-74.1699286
6	40.6434387	-73.9775658
9	40.7127154	-73.9957137514
8	40.5879587403	-73.973324011
6	40.7469315	-73.9805395
5	40.7628909	-73.9841014
10	40.600409	-74.1449409
11	40.7509339	-73.9862375
5	40.5888610749	-73.9666705693
8	40.7485672	-73.8924962
24	40.7297509	-73.9991474
8	40.7603679	-73.9651112
17	40.64468445	-73.9216438885
4	40.72860515	-73.9993187087
13	40.7728753	-73.9812519
5	40.8803571	-73.9040115
17	40.7606585	-73.9865665
16	40.5895550612	-73.9603441633
9	40.83746445	-73.7831212229
9	42.8012145	-73.9525797
16	40.5881959167	-73.9711486667
5	40.6090684	-73.9152838
13	40.72598265	-74.0019284025
6	40.7348065	-73.8147704
13	40.69141445	-73.9918587331
3	40.5892350671	-73.9617290738
6	40.7002445	-73.8075512
14	40.7180694	-73.9981035
8	40.7634489	-73.9883256
1	40.7205714	-73.9549398
18	67.2610602	15.3839783
12	42.663634	-73.6391139
15	40.7642336	-73.9665436
6	40.5893754273	-73.9619632
13	40.7754273	-73.9477256
17	40.5907489184	-73.9494596939
4	40.7353624	-73.9977538
21	40.5842135	-73.9367041377
6	40.7299348	-73.9931536
2	40.7374599	-73.707734
7	40.6118904	-73.9978076
17	40.5910686	-73.9758352
5	40.683319	-73.840374
16	40.7781585	-73.9559254
13	42.7458637	-73.7254921
8	42.8012145	-73.9525797
9	40.7145331	-73.8429824
14	40.63025985	-74.1069200692
6	40.7309369	-74.0006335
10	40.7403653	-73.972364
12	40.6822368	-73.9957985
9	40.71043565	-73.89824645
13	40.8205487	-73.9366757
3	40.6157358	-74.1077767
13	40.6901272	-73.9946121
20	42.8003077391	-73.9512427391
15	40.5892987383	-73.9611578121
24	40.7277269	-74.000181
26	40.8569208	-73.7905705818
13	40.854545	-73.865913
6	40.5426469	-74.2079137
16	40.7081812	-73.8723015
18	40.778756	-73.9813045
10	42.8002283	-73.9523151
14	40.7328495	-73.8047246
25	40.600409	-74.1449409
10	40.6968264	-73.7837497
14	42.8012145	-73.9525797
5	40.7772611	-73.9830464
6	40.7436594	-73.8353112
38	40.7979149	-73.9690848
15	40.7207511	-73.8454959
10	40.7980513	-73.9409898
13	40.68117955	-73.9939860451
23	40.8165797	-73.8969846
2	40.7314886	-73.8713423
11	40.7321769	-73.9932049
8	40.5886340909	-73.9686969091
19	40.723242	-73.7280407
3	40.712697	-73.9005959
43	40.74766595	-73.9878544142
4	40.761786	-73.5178619
12	40.58348085	-73.938230478
7	40.63919	-74.1039379
15	40.6064268	-73.965340585
22	42.7476058302	-73.6946473962
5	40.78608465	-73.9758273481
7	40.762461	-73.5150429
17	40.67967845	-73.9181813545
5	40.7340887	-73.9938232
10	40.78393775	-73.9773797267
7	40.7314886	-73.8713423
3	40.9701263	-73.696081
6	40.5880100552	-73.9728415083
14	40.7526176	-73.9901605
7	40.7296772	-73.9888263
10	42.8000634133	-73.9527976533
6	40.7574943	-73.9703594
16	40.7095458	-74.0126275
2	40.8977976	-73.8674924774
15	40.7935938	-73.9727055
15	40.777366	-73.9616537498
11	40.7769271	-73.8739659
12	41.1303000341	-72.3573053148
16	40.8616055	-73.8982849
2	40.7508354	-73.9776093843
13	40.8851043	-73.9012791
3	40.71276	-73.9022429
9	40.7283337	-73.9992167
3	40.5892122416	-73.9619338658
20	40.67791045	-73.9726660895
6	40.787956	-73.9745548
14	40.766098	-73.979274
10	40.7128052	-73.8011828
15	40.7626833	-73.9837907
10	40.6914648	-73.9978843951
10	41.578047	-74.1594759
17	40.7286614	-73.9992182144
14	40.57531445	-73.9820183837
4	40.7319531	-74.001523
3	40.7468282	-73.9939366
12	40.5882332653	-73.9723221837
4	40.769526	-73.9352269
16	40.805416	-73.964326
19	40.7222714	-73.9412855
21	40.7297897	-73.9893087
11	40.6974111	-73.9932
19	40.7506241	-73.9723721
26	40.7260087	-73.9837455
13	40.7251551	-73.9925779
5	42.8021386	-73.952846
5	40.6296506	-74.1107929
7	40.5731729976	-74.1464934236
10	40.6176755714	-74.0200668163
5	40.6017821667	-74.0056215
14	40.5878998674	-73.9738775801
19	40.72547635	-73.98367935
4	40.8416428	-73.9396998
3	40.6006278	-74.1427665
12	40.7317358	-74.0030474
5	40.8219107	-73.818923
8	40.7644083	-73.9690396
15	40.7557877	-73.9651722
10	40.5894698091	-73.9611164
22	40.5894177364	-73.9615836
12	40.8337327	-73.9146031
6	40.711536	-73.8240838
32	40.71762735	-73.9984711953
5	40.600409	-74.1449409
9	40.590221	-73.9535149
20	40.7281862	-73.9835873
3	40.7374426	-74.0080753
13	40.768381	-73.7484274
17	40.5903060098	-73.9535023548
16	40.7374599	-73.707734
11	40.6931302	-73.7267432
19	40.73151755	-74.0025008715
8	40.7612817	-73.9817676
11	40.7056624	-74.0124035
16	40.6705385	-73.9316459286
10	40.777126	-73.953448
15	42.769536	-73.6905639
8	40.5651664	-74.1268442897
3	40.5879030497	-73.9738476575
18	40.8897501	-73.8985351
19	40.7631575	-73.9847265
4	40.76279	-73.9829441
13	40.60730495	-74.1630363502
7	40.6578612	-73.889627147
12	43.1086491	-79.0540834
13	40.71991665	-73.99732079
11	40.7572463	-73.9774875
6	40.7699617	-73.7890858
11	40.7369523	-73.9867745
4	40.600409	-74.1449409
9	40.7359926	-73.8654988
11	40.723609	-73.9509109074
6	40.742745	-73.8370713
14	42.6354111856	-73.7408280296
3	40.6558404	-73.8889647
16	40.6102253	-73.9541085211
16	40.7585254	-73.9935399
12	40.7441587	-73.981631
6	40.7374599	-73.707734
8	40.7605248	-73.9177498
8	40.600409	-74.1449409
3	40.587946011	-73.9734437017
16	40.7363112	-74.0081722
12	40.7292929	-73.9879016
7	42.8021386	-73.952846
30	40.5879547624	-73.9733614144
13	42.8012145	-73.9525797
3	40.7608533	-73.9900057
7	42.7458637	-73.7254921
8	40.78489945	-73.9555402897
6	40.7575454	-73.9763347
16	40.8763735	-73.8464103136
8	40.5880958	-73.972064
16	40.6872308	-73.9757451
23	40.6980042	-73.9916266
22	40.7493346	-73.9772263
16	40.7632138	-73.9813684
17	42.7984241	-73.9546326
3	40.840505	-73.8433039
15	40.62476725	-74.1485607014
21	42.8014391224	-73.9515309388
9	40.5494165	-74.1506
9	40.574652	-74.1218529
30	40.715779	-73.9463029
8	40.8371215552	-73.8580351755
13	42.7948248	-73.9554192
13	40.5882665714	-73.9720258571
21	41.578047	-74.1594759
5	40.7537635	-73.7582425
8	40.7537635	-73.7582425
3	40.7611474	-73.9787406
19	43.0829156305	-79.0596619095
18	40.6931302	-73.7267432
13	40.70359995	-73.9311054384
7	40.7764202	-73.9818554
19	40.7983425	-73.969432
13	40.7376794	-74.0037709
3	42.7458637	-73.7254921
21	43.5057703	-73.7890781
7	40.7407162	-73.9928977
3	40.7648614	-73.9792586
8	40.8775123	-73.8591773
20	40.715779	-73.9463029
13	41.578047	-74.1594759
8	40.7533125	-73.9879785
17	40.7537635	-73.7582425
1	40.6792246	-73.8812360112
24	40.5893412545	-73.9622698
5	40.75682	-73.967893
7	40.7278344	-74.0030835
8	42.8001046327	-73.9536262653
5	40.762461	-73.5150429
13	40.7186103	-73.9975422
6	40.825008	-73.8710707
14	40.739672	-73.995827
25	40.7407605	-73.9883821
32	40.6160666	-74.1386744
10	40.72834765	-73.9990813329
11	40.7832034	-73.9747929
28	40.7859812	-73.9767266
16	40.7935938	-73.9727055
16	42.8021386	-73.952846
9	40.8005198	-73.9105009
13	40.7587999	-73.8290925
16	40.6124677	-74.0652151131
2	40.5892951342	-73.9611901477
11	40.7300471	-73.9895302
33	40.586712	-73.9853309
8	40.589012	-73.9637541667
25	40.5879476022	-73.9734287403
14	40.7290593	-73.9983644
7	40.8442106	-73.9391683
20	40.77372665	-73.9595064591
6	40.7065458	-74.0128732
8	41.204968	-73.5733609
14	40.7811846	-73.9797548
15	40.7280055	-74.0051641
19	40.7802505	-73.976098
6	40.7197094	-74.0070515
11	40.5887083004	-73.9665488543
19	40.8553022	-73.9716454
2	40.84061725	-73.85489835
10	40.6354046	-73.9920599
3	40.588987	-73.9639933333
15	40.7307661	-73.9856918
7	40.7338297	-74.0064564
11	43.3140781622	-73.6309755135
26	40.8048378	-73.9665666
4	40.79395795	-73.9707824471
5	40.7342309	-73.9997136
8	41.578047	-74.1594759
5	40.754292	-73.97937
1	40.6509758	-73.9487392
13	40.7781891	-73.9609356
5	40.7229662	-73.985959
9	40.769254	-73.9627480173
13	40.69511115	-73.996259178
27	40.7358545	-73.9876719
11	40.600409	-74.1449409
10	42.635465135	-73.7410470216
20	40.7602635	-73.9886033
10	40.7197733	-73.9878608634
4	40.7532771	-73.9848473
17	40.7292771	-73.9877842
16	40.8690456193	-73.8233541168
8	40.5893705455	-73.962007
11	40.7942027	-73.9725011
9	40.6009996364	-73.9790258182
1	42.7940211667	-73.9402575833
12	43.216233	-74.1823013
14		
4	41.4933921	-74.0998648
13	40.8054303	-73.9654034
13	40.7371461	-73.9916859
15	40.7601497	-73.965731
5	40.5899154571	-73.9570656286
11	40.7476936	-73.7615438
12	40.574652	-74.1218529
36	40.7269694	-73.8956309
20	40.756101	-73.9660322
9	40.714734	-73.9667749
12	40.7062033	-74.0119049
13	40.720164	-73.8447889
14	40.582524	-73.838457
1	40.71573885	-73.9908146561
3	40.6913535	-73.9918869746
23	40.653742	-73.9316079
12	40.7221019	-73.9964216
14	40.7730946	-73.9538277
9	40.720164	-73.8447889
13	40.7466281	-73.8960966
9	40.7923566364	-73.9735869091
24	42.635609	-73.741631
18	40.7319579	-73.8487285
12	40.5898081538	-73.9580498462
6	40.7476936	-73.7615438
6	40.7864256	-73.7880357
13	40.81353385	-73.9558752772
13	40.5722235	-74.1126424
11	40.7120307	-74.0097552
9	40.69354475	-73.9667380976
10	40.6098126	-74.063139
11	40.7503282	-73.9863619
14	40.66996405	-73.9104592562
6	40.705583	-73.7397109
15	40.8219107	-73.818923
6	40.5964865	-74.0851325507
15	40.7497376	-73.9774651
12	40.762461	-73.5150429
16	42.8002283	-73.9523151
6	40.7605248	-73.9177498
10	42.8001082653	-73.9536025306
17	40.6440066	-74.0776033
1	40.7659407	-73.9524075
17	40.7539746	-73.9896177
8	40.7594265	-73.9933026
10	40.7777551	-73.9789887
7	40.5894063455	-73.9616858
2	40.6036064	-73.9953806
4	40.758894	-73.9846753
8	42.663634	-73.6391139
15	40.7606341	-73.7308948
23	40.8644034	-73.9193296
10	40.7554791	-73.9821794
15	40.7695374	-73.9520733
13	40.7874758	-73.9537914
7	40.760098	-73.7227529
12		
13	40.71084085	-74.006464721
6	40.793763	-73.0365355
8	40.7850241	-73.9561226291
12	40.5879356685	-73.9735409503
11	40.7382472	-74.0018941
29	40.69037005	-73.9239843338
28	40.7253267	-73.984446655
2	40.8063321	-73.9256661
5	40.7600118	-73.9890099
26	40.5903045934	-73.9535153647
4	42.7458637	-73.7254921
15	40.7547564	-73.9734629
7	40.6743686	-73.8014597
14	40.6028056	-74.1687364385
8	40.5737659	-74.1157619
11	40.7652693	-73.9786708
21	42.8021386	-73.952846
4	40.5882790612	-73.9719147347
9	40.543915	-74.1651213
12	40.9443627692	-73.0776896923
10	40.7754186	-73.9560282
6	40.8615544	-73.8971424353
8	40.718678	-73.9995952
17	43.1615667882	-76.4751959235
11	40.6970881	-73.9548985
13	40.5828716	-74.0967525
8	40.8024597	-73.9673697441
21	40.752156	-73.8958229
8	40.7775434	-73.9503938
8	40.705761	-73.8016569
13	40.7393978	-74.0022204
17	40.7363457	-74.0034548
21	40.7132133	-73.9491043
4	40.7270494	-73.9829921
52	40.762107	-72.9395529
4	40.7693649	-73.9828696
28	40.7502688	-73.8630697
22	42.981001633	-78.7007884033
18	40.6198614	-73.9069067272
22	40.73368435	-73.9933499797
10	40.5879893702	-73.9730360055
6	40.7653479	-73.9907599
6	40.7245245	-74.0057807
24	40.5770621	-73.9648577
18	40.7496149	-73.8836524
20	40.711536	-73.8240838
13	42.6530656	-73.763679
12	40.7627679	-73.9652616
7	40.762461	-73.5150429
19	40.7016879	-73.8053248
18	40.7937815	-73.972105
11	40.5866139255	-73.9854864681
21	40.6851625	-73.9947116
14	40.5910686	-73.9758352
26	42.8000918933	-73.9526115733
25	41.4933921	-74.0998648
12	40.5834522828	-73.9512476768
4	40.75326015	-73.97544025
42	40.7457391	-73.9846187
3	40.6887571	-73.9931073175
2	40.762107	-72.9395529
8	42.8002283	-73.9523151
16	42.981037	-78.7025797698
7	40.64284905	-73.9798075502
15	40.87302905	-73.8519641398
8	40.7599775	-73.982976
3	40.5879603315	-73.9733090497
11	42.7458637	-73.7254921
30	40.8276297	-73.9243061
7	40.7291844	-73.9859021
13	40.7196109	-74.0100721
15	40.8108692	-73.9521974
5	40.696262	-73.905075
7	40.7604984	-73.9744311
10	40.72928	-73.9924534
11	41.578047	-74.1594759
6	40.7292132	-73.8999395
22	40.5891343333	-73.9626393333
14	40.761786	-73.5178619
10	40.66490465	-73.9233693198
16	40.698932087	-73.6812265217
5	40.7258918	-73.9834665
11	40.6176568	-73.931892
9	40.8800241429	-73.9093137143
4	40.7374599	-73.707734
18	40.5879352707	-73.9735446906
29	40.6250149	-73.9618353
10	42.663634	-73.6391139
9	40.7600488	-73.9830831
4	40.772354	-73.9315019
3	40.7935938	-73.9727055
3	42.9812760522	-78.6989679156
19	40.785127	-73.95581875
15	40.5910686	-73.9758352
8	40.6177105	-73.9317362
11	40.7602453	-73.9896372
12	40.600834	-74.1458979
13	40.8464635	-73.9385778
8	40.7380489	-74.0057853
10	40.5816532	-74.166502
10	40.5886110769	-73.9674229231
27	40.723242	-73.7280407
8	40.7403865	-73.7310602
8	40.7290097	-73.9984068
7	40.589389	-73.960341
12	40.5673022	-73.8702319
29	40.6400168	-73.9872355
2	55.537384	11.9253828
5	40.6743686	-73.8014597
11	40.8005319	-73.967435
7	40.7777637	-73.9803604
9	40.8937697	-73.8569576
12	40.5892050336	-73.9619985369
3	40.9015931	-73.8569937
12	40.8968206	-73.855369
5	40.70867855	-73.9580904544
14	40.600409	-74.1449409
7	40.6672598	-73.842
6	40.772354	-73.9315019
26	40.7160558	-73.9971442
22	42.0003524	-75.7594515
13	40.7608056	-73.9898224
9	40.7824664	-73.9196721
8	40.5892368378	-73.9632076757
17	40.720164	-73.8447889
17	43.125973627	-74.4741566331
10	40.6797667	-73.8445909
3	40.7753452	-73.951224
10	40.637586	-73.919293
24	40.765368	-73.9851034
17	40.5910686	-73.9758352
6	40.5866100957	-73.9855242553
9	40.7374599	-73.707734
27	40.711536	-73.8240838
8	40.705761	-73.8016569
18	40.627182	-74.013845437
6	40.60490735	-73.9798961202
21	40.6243053038	-73.7337694012
6	43.5057703	-73.7890781
5	40.747192	-73.8828929
11	40.7935938	-73.9727055
20	40.653742	-73.9316079
2	40.8219107	-73.818923
15	40.711536	-73.8240838
9	40.6262614	-73.97599375
10	40.600409	-74.1449409
14	40.6672598	-73.842
9	40.5707687	-74.1699286
22	40.679268	-73.9953877
11	40.7935938	-73.9727055
2	40.7710018	-73.987724
26	40.7542041	-73.9664241
6	40.6866428	-73.9907974459
4	40.6627209	-73.9848713
26	40.7476936	-73.7615438
12	40.6158337586	-73.944674
19	40.8262011	-73.9509398
3	40.6743686	-73.8014597
9	40.5899563673	-73.9551640816
15	40.71276	-73.9022429
15	42.7458637	-73.7254921
15	40.807466	-73.9194763
6	40.6077652	-74.1628627572
7	40.8634941111	-73.8673055556
29	40.72814985	-73.986086562
1	40.7351482	-73.9980751
24	40.7605268	-73.9738326
5	40.8456557	-73.8630894045
15	40.7474551	-73.9813858
10	40.7659224	-73.9802013
6	40.7574973	-73.9867788
4	40.7283343	-73.9821899784
17	40.5701523	-74.1086592517
22	40.762461	-73.5150429
21	40.7510278	-73.976174
18	40.7586324	-73.9838169
4	40.7605248	-73.9177498
23	40.7196371	-73.9969322212
34	40.7562658	-73.9285623
20	40.7935938	-73.9727055
21	40.7369605	-73.9976575
12	40.828054	-73.9252904
3	40.72025235	-73.9967937125
16	40.7291016	-73.954020679
14	40.762461	-73.5150429
14	42.8002283	-73.9523151
4	40.779562	-73.9500205
7	40.590221	-73.9535149
24	42.8002283	-73.9523151
8	40.617891	-73.9996043939
6	40.7081812	-73.8723015
8	40.7974233	-73.9700939
9	40.8587698	-73.884812
8	40.7604588	-73.9706324
7	40.7935938	-73.9727055
4	40.5673022	-73.8702319
30	40.5897475588	-73.9570800294
3	40.5885949231	-73.9675620769
18	40.723242	-73.7280407
15	40.7460811	-73.8641002
10	40.762571	-73.813649
16	40.7389086	-73.9998882
10	40.7553583	-73.9721302
8	40.54034925	-74.1770201895
10	40.605625	-73.7446819
9	40.5726734	-74.1068107607
9	40.749308	-73.9831118
27	40.725588	-73.9991454387
10	40.7324238	-73.9938938
14	40.7520885	-73.9877128
2	40.8220179	-73.8974226
6	40.7794946	-73.9600912
9	40.6914678	-73.951631
6	40.7185843	-73.814571
8	40.6006278	-74.1427665
15	40.7651006	-73.9783747
7	40.5892158456	-73.9619015302
8	40.7786001	-73.7784086
5	40.762461	-73.5150429
15	40.7608569	-73.9683494
1	40.7618616	-73.9801824469
2	40.79360215	-73.9720681916
24	40.7298041	-73.9890135
30	40.8542838	-73.8889187
23	40.7544806	-73.9817926
11	40.6169074	-73.909797
11	40.63749765	-73.9994629256
5	40.7276629	-73.9509798
8	40.7552206	-73.9790309
16	40.7536925	-73.9679665
4	40.72206515	-73.98680925
1	40.5638097	-74.1163707
3	40.6195107551	-73.9165601633
14	40.7935938	-73.9727055
19	40.751368	-73.0275679
8	40.7567321	-73.9851832
4	40.72585325	-73.9840364149
5	40.72212295	-74.0035982688
8	40.7605248	-73.9177498
21	40.714504	-73.9618715217
21	40.6665503	-73.883447893
31	40.5893998364	-73.9617442
13	42.8012145	-73.9525797
3	40.71783455	-73.9446957865
21	40.7599266	-73.803849
13	40.76331	-73.771394
5	40.7570686	-73.9684186
6	40.7700486	-73.8348861
8	40.7543546	-73.7385742
12	40.761641	-73.957425
29	40.7426823	-73.9822531
13	40.7145331	-73.8429824
11	40.59224115	-74.0870892
27	41.1298089231	-72.3580297307
5	40.5988771579	-73.9416992632
10	40.72461855	-73.9931446
13	40.8657301	-73.9273541
16	40.7049459	-74.0097592
8	40.588801	-73.967223
27	40.84340655	-73.9036336984
11	40.762461	-73.5150429
4	40.6100471	-73.9200497
6	40.7605248	-73.9177498
7	40.7272107	-73.9828646
12	40.7489301	-73.8904102
7	40.71276	-73.9022429
9	40.7740157273	-73.9594614545
6	40.753547	-73.9987458
