,crit_violations,non_crit_violations,earliest_inspection,latest_inspection,second_latest_inspection,zipcode,boro,cuisine,address,num_inspections,crit_violations_recent_inspect,non_crit_violations_recent_inspect,crit_violations_train,non_crit_violations_train,num_inspections_train,average_crit_v_train,average_non_crit_v_train,time_since_last_inspection,time_since_first_inspection,crit_v_2plus,address2,latitude,longitude
40364389,10.0,9.0,2014-10-08,2016-10-11,2016-04-11,10003,MANHATTAN,American,45 EAST   18 STREET,6,1,1,9.0,8.0,5,1.8,1.6,183,734,0,"45 EAST   18 STREET, NY",40.737609,-73.9891621
40364531,11.0,12.0,2013-12-30,2016-11-25,2016-10-17,10019,MANHATTAN,American,215 WEST   57 STREET,9,1,1,10.0,11.0,8,1.25,1.375,39,1061,0,"215 WEST   57 STREET, NY",40.7660106,-73.9805359
40364576,28.0,18.0,2014-02-12,2016-07-27,2015-12-28,10019,MANHATTAN,French,311 WEST   51 STREET,9,1,3,27.0,15.0,8,3.375,1.875,212,896,0,"311 WEST   51 STREET, NY",40.763406,-73.986219
40364668,12.0,14.0,2014-02-12,2017-01-17,2016-09-08,10016,MANHATTAN,Italian,251 EAST   31 STREET,7,2,2,10.0,12.0,6,1.66666666667,2.0,131,1070,1,"251 EAST   31 STREET, NY",,
40364681,6.0,5.0,2014-05-14,2016-08-18,2016-05-26,11235,BROOKLYN,American,2602 EAST   15 STREET,4,2,2,4.0,3.0,3,1.33333333333,1.0,84,827,1,"2602 EAST   15 STREET, NY",40.5877745,-73.9545812
40364691,6.0,5.0,2014-11-24,2017-02-24,2017-01-27,10021,MANHATTAN,Continental,.1-A EAST 77 ST,4,1,1,5.0,4.0,3,1.66666666667,1.33333333333,28,823,0,".1-A EAST 77 ST, NY",,
40364863,13.0,7.0,2014-03-14,2017-03-02,2016-08-31,10022,MANHATTAN,American,225 EAST   60 STREET,9,2,2,11.0,5.0,8,1.375,0.625,183,1084,1,"225 EAST   60 STREET, NY",40.7618668,-73.9649001
40365075,7.0,10.0,2014-01-09,2016-12-12,2016-11-14,10003,MANHATTAN,Irish,15 EAST    7 STREET,8,1,1,6.0,9.0,7,0.857142857143,1.28571428571,28,1068,0,"15 EAST    7 STREET, NY",40.728815,-73.9896635
40365166,16.0,17.0,2014-05-12,2016-12-08,2016-11-28,10014,MANHATTAN,American,331 WEST    4 STREET,8,1,3,15.0,14.0,7,2.14285714286,2.0,10,941,0,"331 WEST    4 STREET, NY",40.7380122,-74.0037823
40365264,7.0,5.0,2014-04-09,2016-11-15,2015-11-17,10022,MANHATTAN,French,3 EAST   52 STREET,5,1,1,6.0,4.0,4,1.5,1.0,364,951,0,"3 EAST   52 STREET, NY",40.7596796,-73.9755707
40365355,10.0,11.0,2013-07-09,2016-06-09,2015-12-15,11228,BROOKLYN,Italian,7201 8 AVENUE,7,2,2,8.0,9.0,6,1.33333333333,1.5,177,1066,1,"7201 8 AVENUE, NY",40.628495,-74.0165996
40365361,16.0,8.0,2014-06-18,2017-02-16,2016-07-07,10036,MANHATTAN,American,15 WEST   43 STREET,8,1,1,15.0,7.0,7,2.14285714286,1.0,224,974,0,"15 WEST   43 STREET, NY",40.7547198,-73.9812628
40365414,10.0,11.0,2014-06-24,2017-03-02,2017-01-31,10022,MANHATTAN,French,405 EAST   52 STREET,7,1,2,9.0,9.0,6,1.5,1.5,30,982,0,"405 EAST   52 STREET, NY",40.7550069,-73.9646207
40365472,22.0,12.0,2014-02-11,2016-09-29,2016-03-21,10011,MANHATTAN,Spanish,113 WEST   13 STREET,10,1,2,21.0,10.0,9,2.33333333333,1.11111111111,192,961,0,"113 WEST   13 STREET, NY",40.7371344,-73.9979214
40365499,13.0,8.0,2014-04-15,2016-11-23,2016-10-20,10451,BRONX,American,72 EAST  161 STREET,6,2,1,11.0,7.0,5,2.2,1.4,34,953,1,"72 EAST  161 STREET, NY",40.8273059,-73.9252404
40365525,18.0,15.0,2015-01-21,2017-04-11,2016-09-26,10011,MANHATTAN,Donuts,203 WEST   14 STREET,11,1,2,17.0,13.0,10,1.7,1.3,197,811,0,"203 WEST   14 STREET, NY",40.7388751,-73.9998072
40365627,10.0,5.0,2014-07-07,2017-02-22,2017-02-07,11372,QUEENS,American,8104 37 AVENUE,6,2,1,8.0,4.0,5,1.6,0.8,15,961,1,"8104 37 AVENUE, NY",,
40365632,8.0,8.0,2014-04-23,2017-04-05,2017-03-02,11204,BROOKLYN,Pizza,6322 18 AVENUE,6,3,1,5.0,7.0,5,1.0,1.4,34,1078,1,"6322 18 AVENUE, NY",40.6199498,-73.9896959
40365644,4.0,8.0,2013-09-25,2016-07-19,2015-10-09,10036,MANHATTAN,American,326 WEST   46 STREET,5,1,1,3.0,7.0,4,0.75,1.75,284,1028,0,"326 WEST   46 STREET, NY",40.760057,-73.9891182
40365709,29.0,12.0,2013-05-28,2016-01-27,2016-01-04,10065,MANHATTAN,Italian,351 EAST   62 STREET,10,2,1,27.0,11.0,9,3.0,1.22222222222,23,974,1,"351 EAST   62 STREET, NY",40.7619226,-73.9611787
40365726,10.0,2.0,2014-05-13,2017-02-15,2016-01-27,10036,MANHATTAN,Italian,319321 323 W. 46TH ST.,5,2,2,8.0,0.0,4,2.0,0.0,385,1009,1,"319321 323 W. 46TH ST., NY",,
40365784,11.0,10.0,2014-02-20,2016-10-03,2015-09-18,11224,BROOKLYN,Italian,2911 WEST   15 STREET,6,1,3,10.0,7.0,5,2.0,1.4,381,956,0,"2911 WEST   15 STREET, NY",40.576366,-73.982241
40365789,16.0,12.0,2013-07-22,2016-05-16,2015-10-05,10019,MANHATTAN,Italian,236 WEST   56 STREET,9,2,2,14.0,10.0,8,1.75,1.25,224,1029,1,"236 WEST   56 STREET, NY",40.7655508,-73.9828008
40365871,3.0,5.0,2014-08-11,2016-08-18,2015-07-27,10022,MANHATTAN,American,358 EAST   57 STREET,3,1,1,2.0,4.0,2,1.0,2.0,388,738,0,"358 EAST   57 STREET, NY",40.7582675,-73.9635122
40365893,14.0,11.0,2013-08-02,2016-02-20,2015-02-20,10467,BRONX,Irish,331 EAST  204 STREET,8,1,1,13.0,10.0,7,1.85714285714,1.42857142857,365,932,0,"331 EAST  204 STREET, NY",40.8724885,-73.8777669
40366473,7.0,3.0,2013-06-26,2016-04-22,2015-03-20,10014,MANHATTAN,Seafood,168 WEST    4 STREET,5,1,2,6.0,1.0,4,1.5,0.25,399,1031,0,"168 WEST    4 STREET, NY",40.7319679,-74.0016583
40366549,10.0,4.0,2013-11-30,2016-05-04,2015-04-08,11375,QUEENS,Irish,10807 72 AVENUE,6,1,1,9.0,3.0,5,1.8,0.6,392,886,0,"10807 72 AVENUE, NY",40.719647,-73.8425882
40366643,3.0,4.0,2014-12-16,2017-03-01,2016-01-08,10014,MANHATTAN,American,225 WEST    4 STREET,3,2,1,1.0,3.0,2,0.5,1.5,418,806,1,"225 WEST    4 STREET, NY",40.7340467,-74.0027764
40366716,9.0,9.0,2014-05-05,2016-11-07,2016-10-13,10022,MANHATTAN,Chinese,155 EAST   55 STREET,6,1,1,8.0,8.0,5,1.6,1.6,25,917,0,"155 EAST   55 STREET, NY",,
40366748,30.0,17.0,2014-07-07,2017-03-20,2016-08-25,10452,BRONX,American,21 EAST  170 STREET,14,4,4,26.0,13.0,13,2.0,1.0,207,987,1,"21 EAST  170 STREET, NY",40.8401362,-73.9168424
40367005,16.0,11.0,2013-06-18,2016-06-17,2015-11-10,11204,BROOKLYN,Pizza/Italian,6514 18 AVENUE,10,1,1,15.0,10.0,9,1.66666666667,1.11111111111,220,1095,0,"6514 18 AVENUE, NY",40.618866,-73.9907846
40367232,5.0,8.0,2013-08-05,2016-07-27,2016-02-09,11105,QUEENS,Irish,2257 31 STREET,6,2,3,3.0,5.0,5,0.6,1.0,169,1087,1,"2257 31 STREET, NY",40.7746275,-73.9125441
40367240,1.0,4.0,2014-02-20,2016-03-02,2015-02-26,11377,QUEENS,American,4408 60TH ST. - STORE,3,1,1,0.0,3.0,2,0.0,1.5,370,741,0,"4408 60TH ST. - STORE, NY",,
40367278,5.0,5.0,2015-01-06,2017-02-27,2016-03-29,11360,QUEENS,Pizza/Italian,21249 26 AVENUE,3,2,2,3.0,3.0,2,1.5,1.5,335,783,1,"21249 26 AVENUE, NY",40.778475,-73.7775242
40367373,10.0,9.0,2014-03-01,2016-03-22,2015-02-11,10065,MANHATTAN,American,232 EAST   64 STREET,6,1,1,9.0,8.0,5,1.8,1.6,405,752,0,"232 EAST   64 STREET, NY",40.7638694,-73.9629729
40367407,4.0,4.0,2013-07-23,2016-05-04,2015-06-29,10003,MANHATTAN,Italian,302 EAST   12 STREET,4,2,1,2.0,3.0,3,0.666666666667,1.0,310,1016,1,"302 EAST   12 STREET, NY",40.7306588,-73.9855067
40367540,20.0,8.0,2014-03-05,2017-03-01,2016-08-16,11103,QUEENS,Italian,4201 28 AVENUE,11,1,1,19.0,7.0,10,1.9,0.7,197,1092,0,"4201 28 AVENUE, NY",40.7730477,-73.8448638
40367544,10.0,5.0,2014-06-04,2016-11-21,2016-11-02,10021,MANHATTAN,Mediterranean,406 EAST   73 STREET,6,1,2,9.0,3.0,5,1.8,0.6,19,901,0,"406 EAST   73 STREET, NY",40.7680505,-73.954989
40367715,12.0,7.0,2014-05-15,2017-01-24,2016-12-27,10019,MANHATTAN,French,48 WEST   55 STREET,6,3,1,9.0,6.0,5,1.8,1.2,28,985,1,"48 WEST   55 STREET, NY",40.762307,-73.977035
40367752,13.0,6.0,2014-06-10,2017-02-17,2017-01-10,10065,MANHATTAN,American,521 EAST   68 STREET,7,1,1,12.0,5.0,6,2.0,0.833333333333,38,983,0,"521 EAST   68 STREET, NY",40.7641379,-73.9542568
40367829,14.0,16.0,2013-05-23,2016-02-22,2015-02-11,11416,QUEENS,Hamburgers,7550 101 AVENUE,10,1,1,13.0,15.0,9,1.44444444444,1.66666666667,376,1005,0,"7550 101 AVENUE, NY",40.6795476,-73.8617411
40368065,3.0,4.0,2014-04-07,2016-04-15,2015-04-16,10017,MANHATTAN,American,320 EAST   43 STREET,3,1,1,2.0,3.0,2,1.0,1.5,365,739,0,"320 EAST   43 STREET, NY",40.749856,-73.9712083
40368313,5.0,4.0,2013-05-13,2016-04-20,2015-04-29,10036,MANHATTAN,American,67 WEST   44 STREET,4,2,1,3.0,3.0,3,1.0,1.0,357,1073,1,"67 WEST   44 STREET, NY",40.7561037,-73.9827221
40368318,17.0,11.0,2013-10-09,2016-08-29,2016-02-29,10017,MANHATTAN,American,21 EAST   47 STREET,11,2,1,15.0,10.0,10,1.5,1.0,182,1055,1,"21 EAST   47 STREET, NY",40.7563016,-73.9771121
40368374,15.0,11.0,2014-06-12,2016-12-19,2016-10-19,10036,MANHATTAN,American,140 WEST   44 STREET,7,1,1,14.0,10.0,6,2.33333333333,1.66666666667,61,921,0,"140 WEST   44 STREET, NY",40.756594,-73.984838
40368632,13.0,7.0,2014-05-14,2017-01-13,2016-12-20,11228,BROOKLYN,American,7504 13 AVENUE,7,1,2,12.0,5.0,6,2.0,0.833333333333,24,975,0,"7504 13 AVENUE, NY",40.6202339,-74.0078177
40368725,15.0,9.0,2014-02-20,2016-12-01,2016-07-20,10011,MANHATTAN,Spanish,245 WEST   16 STREET,8,3,2,12.0,7.0,7,1.71428571429,1.0,134,1015,1,"245 WEST   16 STREET, NY",40.7408093,-74.0004193
40368763,6.0,6.0,2014-01-10,2016-10-24,2015-10-26,10022,MANHATTAN,American,111 EAST   54 STREET,5,1,1,5.0,5.0,4,1.25,1.25,364,1018,0,"111 EAST   54 STREET, NY",40.759647,-73.9714599
40368897,9.0,7.0,2014-04-02,2016-12-22,2015-10-08,10017,MANHATTAN,Japanese,17 EAST   48 STREET,6,1,1,8.0,6.0,5,1.6,1.2,441,995,0,"17 EAST   48 STREET, NY",40.757038,-73.9769071
40369139,3.0,3.0,2014-03-05,2016-04-19,2015-04-03,10036,MANHATTAN,French,252 WEST   46 STREET,3,1,2,2.0,1.0,2,1.0,0.5,382,776,0,"252 WEST   46 STREET, NY",40.7593263,-73.9872739
40369165,19.0,15.0,2013-11-23,2016-08-23,2016-07-26,10128,MANHATTAN,American,302 EAST   92 STREET,10,2,2,17.0,13.0,9,1.88888888889,1.44444444444,28,1004,1,"302 EAST   92 STREET, NY",40.7813724,-73.9486257
40369287,10.0,7.0,2013-02-22,2016-01-08,2014-08-01,11205,BROOKLYN,American,240 DE KALB AVENUE,5,1,1,9.0,6.0,4,2.25,1.5,525,1050,0,"240 DE KALB AVENUE, NY",40.6893228,-73.9695425
40369461,13.0,2.0,2014-12-23,2017-02-07,2016-01-06,10036,MANHATTAN,French,123 WEST   44 STREET,6,1,1,12.0,1.0,5,2.4,0.2,398,777,0,"123 WEST   44 STREET, NY",40.7567949,-73.984126
40369724,7.0,9.0,2013-07-16,2016-04-26,2015-05-13,11375,QUEENS,Hamburgers,10615 71 AVENUE,7,1,2,6.0,7.0,6,1.0,1.16666666667,349,1015,0,"10615 71 AVENUE, NY",,
40369810,6.0,2.0,2014-04-15,2016-04-20,2015-04-01,10003,MANHATTAN,American,129 EAST   18 STREET,3,2,1,4.0,1.0,2,2.0,0.5,385,736,1,"129 EAST   18 STREET, NY",40.7364861,-73.9866946
40369895,28.0,17.0,2013-04-30,2016-02-18,2016-01-29,10463,BRONX,American,170 WEST  231 STREET,13,1,1,27.0,16.0,12,2.25,1.33333333333,20,1024,0,"170 WEST  231 STREET, NY",40.8782794,-73.9035576
40369954,5.0,6.0,2014-02-12,2016-07-05,2016-05-18,10012,MANHATTAN,Italian,147 WEST FOURTH STREET,4,1,1,4.0,5.0,3,1.33333333333,1.66666666667,48,874,0,"147 WEST FOURTH STREET, NY",40.7315763,-74.0004126
40369958,9.0,5.0,2013-04-01,2016-03-30,2015-03-11,10017,MANHATTAN,Steak,210 EAST   46 STREET,6,2,2,7.0,3.0,5,1.4,0.6,385,1094,1,"210 EAST   46 STREET, NY",,
40370436,17.0,9.0,2013-10-25,2016-10-03,2016-09-06,10016,MANHATTAN,Italian,108 EAST   38 STREET,8,1,1,16.0,8.0,7,2.28571428571,1.14285714286,27,1074,0,"108 EAST   38 STREET, NY",40.7491154,-73.9788924
40370497,7.0,9.0,2014-05-02,2017-01-30,2016-12-27,10021,MANHATTAN,Italian,138140 EAST   74 STREET,6,1,1,6.0,8.0,5,1.2,1.6,34,1004,0,"138140 EAST   74 STREET, NY",,
40371281,16.0,7.0,2014-05-01,2017-04-10,2016-09-26,10019,MANHATTAN,American,312 WEST   58 STREET,8,3,1,13.0,6.0,7,1.85714285714,0.857142857143,196,1075,1,"312 WEST   58 STREET, NY",40.7675444,-73.9832993
40371454,14.0,11.0,2014-04-28,2016-08-02,2016-02-09,10036,MANHATTAN,American,407 WEST   42 STREET,10,1,1,13.0,10.0,9,1.44444444444,1.11111111111,175,827,0,"407 WEST   42 STREET, NY",40.7588307,-73.9928064
40372466,26.0,14.0,2014-03-03,2016-10-26,2016-09-22,10019,MANHATTAN,American,65 WEST   54 STREET,9,1,1,25.0,13.0,8,3.125,1.625,34,968,0,"65 WEST   54 STREET, NY",40.7624022,-73.9782725
40373113,13.0,10.0,2013-12-20,2016-03-15,2015-09-18,10019,MANHATTAN,American,101 WEST   55 STREET,9,1,3,12.0,7.0,8,1.5,0.875,179,816,0,"101 WEST   55 STREET, NY",40.7633519,-73.9782541
40373462,6.0,6.0,2014-02-24,2016-09-26,2015-09-21,10016,MANHATTAN,Italian,107 EAST   34 STREET,5,1,2,5.0,4.0,4,1.25,1.0,371,945,0,"107 EAST   34 STREET, NY",,
40373500,5.0,5.0,2014-04-07,2017-02-28,2015-12-22,10019,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",236 WEST   52 STREET,5,1,1,4.0,4.0,4,1.0,1.0,434,1058,0,"236 WEST   52 STREET, NY",40.7628909,-73.9841014
40373794,8.0,9.0,2014-08-11,2017-02-09,2016-01-13,11372,QUEENS,Irish,3707 73 STREET,5,2,1,6.0,8.0,4,1.5,2.0,393,913,1,"3707 73 STREET, NY",40.7485672,-73.8924962
40373888,24.0,11.0,2014-05-27,2016-11-03,2016-09-26,10012,MANHATTAN,Italian,86 WEST    3 STREET,10,3,2,21.0,9.0,9,2.33333333333,1.0,38,891,1,"86 WEST    3 STREET, NY",40.7297509,-73.9991474
40373889,8.0,7.0,2015-04-07,2017-03-02,2017-02-01,10022,MANHATTAN,Italian,243 EAST   58 STREET,8,1,2,7.0,5.0,7,1.0,0.714285714286,29,695,0,"243 EAST   58 STREET, NY",40.7603679,-73.9651112
40373937,13.0,12.0,2014-09-24,2017-02-08,2017-01-11,10023,MANHATTAN,Chinese,37 WEST   65 STREET,7,1,2,12.0,10.0,6,2.0,1.66666666667,28,868,0,"37 WEST   65 STREET, NY",40.7728753,-73.9812519
40374088,17.0,9.0,2013-12-17,2016-10-12,2016-05-02,10036,MANHATTAN,Thai,244 WEST   48 STREET,8,1,2,16.0,7.0,7,2.28571428571,1.0,163,1030,0,"244 WEST   48 STREET, NY",40.7606585,-73.9865665
40374974,8.0,7.0,2013-08-14,2016-05-03,2015-04-16,10019,MANHATTAN,French,365 WEST   50 STREET,5,1,2,7.0,5.0,4,1.75,1.25,383,993,0,"365 WEST   50 STREET, NY",,
40375699,4.0,7.0,2013-05-01,2016-04-05,2015-04-09,10011,MANHATTAN,Italian,73 WEST   11 STREET,4,1,1,3.0,6.0,3,1.0,2.0,362,1070,0,"73 WEST   11 STREET, NY",40.7353624,-73.9977538
40375929,7.0,8.0,2014-01-29,2017-01-26,2016-12-28,11214,BROOKLYN,Italian,7720 18 AVENUE,6,1,1,6.0,7.0,5,1.2,1.4,29,1093,0,"7720 18 AVENUE, NY",40.6118904,-73.9978076
40376029,5.0,5.0,2013-03-22,2016-03-15,2015-03-09,11417,QUEENS,American,10102 103 AVENUE,4,2,1,3.0,4.0,3,1.0,1.33333333333,372,1089,1,"10102 103 AVENUE, NY",40.683319,-73.840374
40376039,16.0,9.0,2013-05-07,2016-04-07,2015-04-27,10028,MANHATTAN,Jewish/Kosher,155 EAST   84 STREET,9,1,1,15.0,8.0,8,1.875,1.0,346,1066,0,"155 EAST   84 STREET, NY",40.7781585,-73.9559254
40376352,6.0,7.0,2013-09-20,2016-03-30,2015-06-05,10012,MANHATTAN,American,131 WEST    3 STREET,6,1,2,5.0,5.0,5,1.0,1.0,299,922,0,"131 WEST    3 STREET, NY",40.7309369,-74.0006335
40376493,10.0,4.0,2014-02-27,2017-02-23,2015-10-27,10016,MANHATTAN,Seafood,500 EAST   30 STREET,6,1,1,9.0,3.0,5,1.8,0.6,485,1092,0,"500 EAST   30 STREET, NY",40.7403653,-73.972364
40376515,13.0,8.0,2014-05-08,2016-10-18,2016-08-24,10024,MANHATTAN,American,,7,1,2,12.0,6.0,6,2.0,1.0,55,894,0,"nan, NY",,
40376583,3.0,1.0,2014-02-14,2017-01-14,2015-02-20,10314,STATEN ISLAND,American,0 MEMORIAL ICE SKATING,3,1,1,2.0,0.0,2,1.0,0.0,694,1065,0,"0 MEMORIAL ICE SKATING, NY",,
40377385,14.0,11.0,2014-07-29,2017-02-21,2016-06-08,11365,QUEENS,Italian,16402 69 AVENUE,9,1,1,13.0,10.0,8,1.625,1.25,258,938,0,"16402 69 AVENUE, NY",40.7328495,-73.8047246
40377789,5.0,3.0,2014-04-25,2016-04-05,2015-04-24,10023,MANHATTAN,French,200 WEST   70 STREET,4,1,1,4.0,2.0,3,1.33333333333,0.666666666667,347,711,0,"200 WEST   70 STREET, NY",40.7772611,-73.9830464
40378190,15.0,10.0,2014-01-09,2016-10-13,2016-02-24,11375,QUEENS,Japanese,10708 70 ROAD,10,2,1,13.0,9.0,9,1.44444444444,1.0,232,1008,1,"10708 70 ROAD, NY",40.7207511,-73.8454959
40378212,10.0,10.0,2014-08-22,2017-04-03,2016-02-01,10029,MANHATTAN,Mexican,168 EAST  116 STREET,5,4,2,6.0,8.0,4,1.5,2.0,427,955,1,"168 EAST  116 STREET, NY",,
40378571,11.0,2.0,2013-06-28,2016-04-01,2015-05-19,10003,MANHATTAN,Italian,32 EAST   10 STREET,6,1,1,10.0,1.0,5,2.0,0.2,318,1008,0,"32 EAST   10 STREET, NY",,
40379304,5.0,3.0,2013-07-01,2016-04-04,2015-06-02,10003,MANHATTAN,American,12 EAST   12 STREET,5,1,1,4.0,2.0,4,1.0,0.5,307,1008,0,"12 EAST   12 STREET, NY",40.7340887,-73.9938232
40379620,14.0,12.0,2013-11-13,2016-11-07,2016-08-15,10018,MANHATTAN,American,207 WEST   36 STREET,9,1,3,13.0,9.0,8,1.625,1.125,84,1090,0,"207 WEST   36 STREET, NY",40.7526176,-73.9901605
40379628,7.0,4.0,2014-03-25,2016-12-21,2016-05-04,10003,MANHATTAN,Japanese,210 EAST 9 TH STREET,5,1,1,6.0,3.0,4,1.5,0.75,231,1002,0,"210 EAST 9 TH STREET, NY",40.7296772,-73.9888263
40379746,6.0,6.0,2013-05-09,2016-04-28,2015-02-10,10022,MANHATTAN,Japanese,155 EAST   52 STREET,5,1,2,5.0,4.0,4,1.25,1.0,443,1085,0,"155 EAST   52 STREET, NY",40.7574943,-73.9703594
40379994,11.0,12.0,2014-01-16,2016-11-10,2015-10-22,11371,QUEENS,American,0 LAGUARDIA AIRPORT BLDG,8,1,3,10.0,9.0,7,1.42857142857,1.28571428571,385,1029,0,"0 LAGUARDIA AIRPORT BLDG, NY",40.7769271,-73.8739659
40380164,16.0,15.0,2014-01-16,2016-12-09,2016-09-28,10468,BRONX,Spanish,158 E. 188 TH ST,9,3,3,13.0,12.0,8,1.625,1.5,72,1058,1,"158 E. 188 TH ST, NY",,
40380518,14.0,4.0,2013-09-24,2016-05-14,2015-04-01,10019,MANHATTAN,French,182 WEST 58 TH STREET,6,2,1,12.0,3.0,5,2.4,0.6,409,963,1,"182 WEST 58 TH STREET, NY",40.766098,-73.979274
40380520,10.0,8.0,2014-05-13,2017-01-23,2015-12-19,11432,QUEENS,Indian,8443 164 STREET,5,2,1,8.0,7.0,4,2.0,1.75,401,986,1,"8443 164 STREET, NY",40.7128052,-73.8011828
40380559,15.0,9.0,2013-09-11,2016-05-26,2015-05-04,10019,MANHATTAN,American,226 WEST 52 ND STREET,8,2,1,13.0,8.0,7,1.85714285714,1.14285714286,388,988,1,"226 WEST 52 ND STREET, NY",40.7626833,-73.9837907
40380660,4.0,6.0,2014-03-04,2017-02-21,2016-06-28,10014,MANHATTAN,Tex-Mex,166 WEST    4 STREET,5,1,1,3.0,5.0,4,0.75,1.25,238,1085,0,"166 WEST    4 STREET, NY",40.7319531,-74.001523
40380826,3.0,4.0,2014-02-14,2016-05-10,2015-02-17,10001,MANHATTAN,American,227 WEST   27 STREET,3,1,2,2.0,2.0,2,1.0,1.0,448,816,0,"227 WEST   27 STREET, NY",40.7468282,-73.9939366
40381210,16.0,12.0,2014-02-08,2016-11-02,2016-09-06,10025,MANHATTAN,Greek,544 WEST  113 STREET,10,1,2,15.0,10.0,9,1.66666666667,1.11111111111,57,998,0,"544 WEST  113 STREET, NY",40.805416,-73.964326
40381595,19.0,11.0,2014-02-18,2017-02-09,2016-11-02,10017,MANHATTAN,Italian,232 EAST   43 STREET,8,2,1,17.0,10.0,7,2.42857142857,1.42857142857,99,1087,1,"232 EAST   43 STREET, NY",40.7506241,-73.9723721
40382802,15.0,4.0,2013-12-19,2016-08-01,2016-07-07,10022,MANHATTAN,Irish,350 EAST   53 STREET,9,4,1,11.0,3.0,8,1.375,0.375,25,956,1,"350 EAST   53 STREET, NY",40.7557877,-73.9651722
40382900,12.0,18.0,2013-10-28,2016-08-09,2015-07-29,10456,BRONX,Chicken,253 EAST  167 STREET,13,1,3,11.0,15.0,12,0.916666666667,1.25,377,1016,0,"253 EAST  167 STREET, NY",40.8337327,-73.9146031
40383067,20.0,15.0,2014-03-13,2017-03-01,2017-01-17,10009,MANHATTAN,Russian,268 EAST   10 STREET,10,1,1,19.0,14.0,9,2.11111111111,1.55555555556,43,1084,0,"268 EAST   10 STREET, NY",40.7281862,-73.9835873
40383147,13.0,6.0,2014-05-21,2017-04-11,2017-03-15,11363,QUEENS,Italian,4205 235 STREET,7,1,1,12.0,5.0,6,2.0,0.833333333333,27,1056,0,"4205 235 STREET, NY",40.768381,-73.7484274
40383511,10.0,5.0,2013-08-22,2016-01-16,2015-08-24,10028,MANHATTAN,American,235 EAST   84 STREET,5,2,1,8.0,4.0,4,2.0,1.0,145,877,1,"235 EAST   84 STREET, NY",40.777126,-73.953448
40383825,19.0,8.0,2014-05-03,2016-11-22,2015-09-15,10019,MANHATTAN,Russian,256 WEST   52 STREET,8,1,1,18.0,7.0,7,2.57142857143,1.0,434,934,0,"256 WEST   52 STREET, NY",40.7631575,-73.9847265
40384222,11.0,5.0,2014-05-13,2016-11-07,2016-10-13,10017,MANHATTAN,Irish,3 EAST   48 STREET,6,2,1,9.0,4.0,5,1.8,0.8,25,909,1,"3 EAST   48 STREET, NY",,
