,crit_violations,non_crit_violations,earliest_inspection,latest_inspection,second_latest_inspection,zipcode,boro,cuisine,address,num_inspections,crit_violations_recent_inspect,non_crit_violations_recent_inspect,crit_violations_train,non_crit_violations_train,num_inspections_train,average_crit_v_train,average_non_crit_v_train,time_since_last_inspection,time_since_first_inspection,crit_v_2plus,address2,latitude,longitude
41621240,1.0,4.0,2013-08-19,2016-08-11,2015-07-16,10028,MANHATTAN,American,320 EAST   86 STREET,4,1,1,0.0,3.0,3,0.0,1.0,392,1088,0,"320 EAST   86 STREET, NY",40.7772713,-73.9509627
41621934,6.0,7.0,2014-06-10,2017-01-12,2016-06-23,10128,MANHATTAN,American,44 EAST   92 STREET,6,1,2,5.0,5.0,5,1.0,1.0,203,947,0,"44 EAST   92 STREET, NY",40.7844631,-73.9558958
41622487,20.0,14.0,2014-04-17,2017-03-27,2017-03-01,11102,QUEENS,Indian,3115 30 AVENUE,8,1,1,19.0,13.0,7,2.71428571429,1.85714285714,26,1075,0,"3115 30 AVENUE, NY",40.7667936,-73.9206691
41622635,5.0,6.0,2014-04-03,2016-10-13,2016-03-22,11372,QUEENS,American,8021 37 AVENUE,5,1,2,4.0,4.0,4,1.0,1.0,205,924,0,"8021 37 AVENUE, NY",40.7497601,-73.885595
41622776,3.0,2.0,2014-01-30,2016-02-19,2015-01-29,10022,MANHATTAN,American,330 EAST   56 STREET,3,1,1,2.0,1.0,2,1.0,0.5,386,750,0,"330 EAST   56 STREET, NY",40.757911,-73.964501
41623049,14.0,4.0,2013-05-28,2016-04-08,2015-04-24,10001,MANHATTAN,Café/Coffee/Tea,28 WEST   32 STREET,7,1,1,13.0,3.0,6,2.16666666667,0.5,350,1046,0,"28 WEST   32 STREET, NY",40.7475813,-73.9870976
41623268,8.0,7.0,2013-11-18,2016-06-20,2015-08-05,10016,MANHATTAN,Japanese,160 EAST   28 STREET,6,2,1,6.0,6.0,5,1.2,1.2,320,945,1,"160 EAST   28 STREET, NY",40.7420286,-73.9813716
41623468,1.0,5.0,2014-02-24,2016-03-29,2015-02-19,10003,MANHATTAN,Sandwiches/Salads/Mixed Buffet,22 EAST   17 STREET,3,1,3,0.0,2.0,2,0.0,1.0,404,764,0,"22 EAST   17 STREET, NY",40.7372444,-73.9911528
41623638,28.0,19.0,2014-05-13,2016-10-18,2016-09-23,10454,BRONX,Mexican,381 EAST  138 STREET,12,3,3,25.0,16.0,11,2.27272727273,1.45454545455,25,889,1,"381 EAST  138 STREET, NY",40.8095337,-73.9232746
41623654,17.0,5.0,2014-02-22,2016-09-19,2016-02-16,11220,BROOKLYN,Chinese,6307 8 AVENUE,8,1,2,16.0,3.0,7,2.28571428571,0.428571428571,216,940,0,"6307 8 AVENUE, NY",40.6335301,-74.0114318
41623737,11.0,8.0,2014-04-23,2016-07-21,2016-04-14,10003,MANHATTAN,American,13 EAST   13 STREET,7,2,1,9.0,7.0,6,1.5,1.16666666667,98,820,1,"13 EAST   13 STREET, NY",40.7350747,-73.9931414
41623768,32.0,14.0,2014-05-08,2017-03-30,2016-10-13,11691,QUEENS,Pizza,1038 BEACH   20 STREET,11,3,1,29.0,13.0,10,2.9,1.3,168,1057,1,"1038 BEACH   20 STREET, NY",40.6033537,-73.7530842
41623868,9.0,7.0,2014-03-12,2017-03-08,2016-10-31,10009,MANHATTAN,American,503 EAST   12 STREET,6,1,1,8.0,6.0,5,1.6,1.2,128,1092,0,"503 EAST   12 STREET, NY",40.7290525,-73.9809202
41624458,22.0,13.0,2014-02-12,2016-10-24,2016-09-06,11372,QUEENS,Asian,7410 37 ROAD,9,1,1,21.0,12.0,8,2.625,1.5,48,985,0,"7410 37 ROAD, NY",40.747276,-73.8910731
41624715,11.0,12.0,2013-07-17,2016-04-13,2015-05-13,10028,MANHATTAN,Mexican,166 EAST   82 STREET,8,1,1,10.0,11.0,7,1.42857142857,1.57142857143,336,1001,0,"166 EAST   82 STREET, NY",40.776382,-73.9567512
41624784,15.0,9.0,2014-05-21,2016-06-06,2015-10-21,11201,BROOKLYN,French,2 METRO TECH CENTER,9,1,1,14.0,8.0,8,1.75,1.0,229,747,0,"2 METRO TECH CENTER, NY",40.693364,-73.9857147
41624957,13.0,9.0,2013-12-24,2016-11-25,2016-10-20,11433,QUEENS,Chicken,9201 165 STREET,8,1,2,12.0,7.0,7,1.71428571429,1.0,36,1067,0,"9201 165 STREET, NY",40.7053319,-73.7944885
41625055,13.0,12.0,2014-06-14,2017-01-26,2016-05-09,11377,QUEENS,Irish,3950 61 STREET,8,1,2,12.0,10.0,7,1.71428571429,1.42857142857,262,957,0,"3950 61 STREET, NY",40.7459055,-73.9035539
41625825,4.0,5.0,2014-02-06,2016-09-08,2015-08-24,10466,BRONX,Caribbean,701 EAST  224 STREET,5,1,1,3.0,4.0,4,0.75,1.0,381,945,0,"701 EAST  224 STREET, NY",40.8870986,-73.860816
41626013,8.0,8.0,2014-05-05,2017-01-31,2016-07-12,10024,MANHATTAN,Tex-Mex,175 WEST   90 STREET,6,3,1,5.0,7.0,5,1.0,1.4,203,1002,1,"175 WEST   90 STREET, NY",40.7904254,-73.9726003
41626403,13.0,13.0,2013-05-22,2016-04-29,2015-05-04,10022,MANHATTAN,Thai,231 EAST   53 STREET,9,1,2,12.0,11.0,8,1.5,1.375,361,1073,0,"231 EAST   53 STREET, NY",40.7573404,-73.9680153
41626723,16.0,7.0,2013-05-30,2016-04-28,2015-06-05,11219,BROOKLYN,Bakery,6306 14 AVENUE,10,1,1,15.0,6.0,9,1.66666666667,0.666666666667,328,1064,0,"6306 14 AVENUE, NY",40.625774,-73.998537
41626743,4.0,8.0,2014-01-31,2016-10-12,2016-02-24,10027,MANHATTAN,Café/Coffee/Tea,60 WEST  129 STREET,5,1,1,3.0,7.0,4,0.75,1.75,231,985,0,"60 WEST  129 STREET, NY",40.810034,-73.9432915
41627201,8.0,4.0,2014-05-02,2017-01-23,2015-12-09,10014,MANHATTAN,Armenian,415 WEST   13 STREET,5,2,1,6.0,3.0,4,1.5,0.75,411,997,1,"415 WEST   13 STREET, NY",40.7408161,-74.0065984
41627542,6.0,6.0,2013-07-01,2016-04-29,2015-03-11,10027,MANHATTAN,Chinese,465 WEST  125 STREET,5,1,2,5.0,4.0,4,1.25,1.0,415,1033,0,"465 WEST  125 STREET, NY",40.813229,-73.9557448
41627949,15.0,7.0,2014-02-07,2017-01-19,2016-06-22,10036,MANHATTAN,American,59 WEST   44 STREET,7,1,2,14.0,5.0,6,2.33333333333,0.833333333333,211,1077,0,"59 WEST   44 STREET, NY",40.7560179,-73.9822973
41627976,24.0,11.0,2014-05-29,2016-12-30,2016-04-19,11357,QUEENS,Chinese,2220 154 STREET,11,1,1,23.0,10.0,10,2.3,1.0,255,946,0,"2220 154 STREET, NY",40.7778508,-73.8094297
41628608,15.0,7.0,2014-05-02,2017-02-06,2016-08-10,10019,MANHATTAN,American,249 WEST   49 STREET,8,2,1,13.0,6.0,7,1.85714285714,0.857142857143,180,1011,1,"249 WEST   49 STREET, NY",40.7615384,-73.9858991
41628657,14.0,15.0,2014-07-11,2017-02-15,2016-02-02,10011,MANHATTAN,Japanese,8 WEST   18 STREET,8,1,1,13.0,14.0,7,1.85714285714,2.0,379,950,0,"8 WEST   18 STREET, NY",40.7387488,-73.9927793
41628667,13.0,8.0,2014-09-29,2017-01-06,2016-11-09,10018,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",306 WEST   37 STREET,7,2,1,11.0,7.0,6,1.83333333333,1.16666666667,58,830,1,"306 WEST   37 STREET, NY",40.7541547,-73.9927951
41628697,3.0,7.0,2013-05-09,2016-04-12,2015-05-06,10003,MANHATTAN,American,150 EAST   14 STREET,4,1,2,2.0,5.0,3,0.666666666667,1.66666666667,342,1069,0,"150 EAST   14 STREET, NY",40.7332027,-73.9876095
41628709,13.0,8.0,2014-05-28,2017-02-10,2016-01-15,11201,BROOKLYN,Sandwiches,4 METRO TECH CENTER,10,1,1,12.0,7.0,9,1.33333333333,0.777777777778,392,989,0,"4 METRO TECH CENTER, NY",40.6934791,-73.9838541
41628815,5.0,4.0,2013-11-27,2016-04-21,2015-04-20,11372,QUEENS,"Juice, Smoothies, Fruit Salads",3757 94 STREET,5,1,2,4.0,2.0,4,1.0,0.5,367,876,0,"3757 94 STREET, NY",40.7491861,-73.8727399
41628876,24.0,12.0,2014-05-03,2016-09-26,2016-07-19,10019,MANHATTAN,"Bottled beverages, including water, sodas, juices, etc.",600 WEST   57 STREET,8,2,1,22.0,11.0,7,3.14285714286,1.57142857143,69,877,1,"600 WEST   57 STREET, NY",40.7702923,-73.9918303
41629150,8.0,3.0,2014-02-27,2017-01-26,2016-12-29,11106,QUEENS,Café/Coffee/Tea,3601 35 AVENUE,6,2,1,6.0,2.0,5,1.2,0.4,28,1064,1,"3601 35 AVENUE, NY",40.756296,-73.9239439
41629811,3.0,2.0,2014-08-19,2017-02-15,2015-10-14,10003,MANHATTAN,Steak,13 EAST   12 STREET,3,1,1,2.0,1.0,2,1.0,0.5,490,911,0,"13 EAST   12 STREET, NY",40.7344609,-73.9933525
41629885,8.0,10.0,2014-04-16,2017-02-07,2017-01-03,10466,BRONX,Caribbean,987 EAST  233 STREET,6,1,1,7.0,9.0,5,1.4,1.8,35,1028,0,"987 EAST  233 STREET, NY",40.8908696,-73.8488172
41629922,14.0,7.0,2014-04-22,2017-02-03,2016-11-04,10011,MANHATTAN,Italian,140 WEST   13 STREET,7,1,2,13.0,5.0,6,2.16666666667,0.833333333333,91,1018,0,"140 WEST   13 STREET, NY",40.7372515,-73.9991585
41630020,17.0,7.0,2014-03-10,2016-05-09,2015-06-30,10018,MANHATTAN,Continental,341 WEST   36 STREET,8,1,2,16.0,5.0,7,2.28571428571,0.714285714286,314,791,0,"341 WEST   36 STREET, NY",40.7543497,-73.994119
41630104,16.0,10.0,2013-06-26,2016-06-15,2015-12-01,11377,QUEENS,Chinese,5008 69 STREET,8,1,2,15.0,8.0,7,2.14285714286,1.14285714286,197,1085,0,"5008 69 STREET, NY",40.7366581,-73.8959664
41630558,7.0,6.0,2014-01-13,2016-08-04,2015-07-11,10017,MANHATTAN,American,89 EAST   42 STREET,5,1,3,6.0,3.0,4,1.5,0.75,390,934,0,"89 EAST   42 STREET, NY",40.7524961,-73.9773022
41630612,3.0,8.0,2014-02-27,2016-10-07,2016-04-02,11421,QUEENS,Middle Eastern,8674 80 STREET,6,1,1,2.0,7.0,5,0.4,1.4,188,953,0,"8674 80 STREET, NY",40.6917121,-73.8622209
41630613,2.0,9.0,2013-07-15,2016-05-16,2015-06-29,10036,MANHATTAN,American,62 WEST   45 STREET,4,1,3,1.0,6.0,3,0.333333333333,2.0,322,1036,0,"62 WEST   45 STREET, NY",40.7562626,-73.98204
41630619,12.0,9.0,2013-09-19,2016-05-24,2015-08-25,10002,MANHATTAN,American,1012 DELANCY STREET,9,2,1,10.0,8.0,8,1.25,1.0,273,978,1,"1012 DELANCY STREET, NY",40.714703,-73.9771968
41630718,19.0,12.0,2014-03-18,2017-02-08,2016-11-30,10018,MANHATTAN,Korean,8 WEST   36 STREET,9,1,1,18.0,11.0,8,2.25,1.375,70,1058,0,"8 WEST   36 STREET, NY",40.749843,-73.984512
41630826,41.0,14.0,2013-07-23,2016-04-22,2015-06-01,10022,MANHATTAN,Chinese,204 EAST   58 STREET,11,2,1,39.0,13.0,10,3.9,1.3,326,1004,1,"204 EAST   58 STREET, NY",40.7605665,-73.9666882
41630837,2.0,8.0,2014-10-20,2017-02-14,2015-11-04,11204,BROOKLYN,Chinese,7108 20 AVENUE,6,1,2,1.0,6.0,5,0.2,1.2,468,848,0,"7108 20 AVENUE, NY",40.6130423,-73.9898444
41631062,3.0,5.0,2013-05-09,2016-04-26,2015-04-14,10001,MANHATTAN,American,17 WEST   32 STREET,4,1,1,2.0,4.0,3,0.666666666667,1.33333333333,378,1083,0,"17 WEST   32 STREET, NY",40.7478132,-73.986525
41631065,13.0,7.0,2014-10-22,2017-03-08,2016-11-22,11361,QUEENS,Indian,21335 39 AVENUE,7,1,1,12.0,6.0,6,2.0,1.0,106,868,0,"21335 39 AVENUE, NY",40.7656104,-73.7716648
41631487,8.0,12.0,2014-05-30,2017-03-01,2016-03-18,10016,MANHATTAN,Korean,15 EAST   31 STREET,6,2,4,6.0,8.0,5,1.2,1.6,348,1006,1,"15 EAST   31 STREET, NY",40.7462835,-73.9848129
41631731,4.0,2.0,2013-05-07,2016-04-13,2015-04-30,11209,BROOKLYN,Other,479 74 STREET,4,2,1,2.0,1.0,3,0.666666666667,0.333333333333,349,1072,1,"479 74 STREET, NY",40.7682892,-73.9530621
41631838,8.0,6.0,2014-07-09,2016-08-16,2015-07-30,11211,BROOKLYN,Café/Coffee/Tea,167 NORTH    7 STREET,6,1,1,7.0,5.0,5,1.4,1.0,383,769,0,"167 NORTH    7 STREET, NY",40.7177294,-73.9573268
41631979,7.0,5.0,2014-06-30,2017-04-03,2016-02-02,10029,MANHATTAN,Chinese,112 EAST  116 STREET,5,1,1,6.0,4.0,4,1.5,1.0,426,1008,0,"112 EAST  116 STREET, NY",40.7987795,-73.9426667
41632211,18.0,11.0,2014-05-05,2017-02-07,2016-12-09,10023,MANHATTAN,American,144 WEST   65 STREET,9,1,3,17.0,8.0,8,2.125,1.0,60,1009,0,"144 WEST   65 STREET, NY",40.7733827,-73.983549
41632738,24.0,13.0,2014-01-04,2016-11-09,2016-07-22,10036,MANHATTAN,American,343 WEST   46 STREET,10,3,1,21.0,12.0,9,2.33333333333,1.33333333333,110,1040,1,"343 WEST   46 STREET, NY",40.7606259,-73.9894769
41632866,22.0,16.0,2014-05-09,2017-03-16,2017-02-17,10036,MANHATTAN,Delicatessen,35 WEST   43 STREET,12,2,1,20.0,15.0,11,1.81818181818,1.36363636364,27,1042,1,"35 WEST   43 STREET, NY",40.7550857,-73.9819819
41632998,17.0,8.0,2015-02-02,2017-04-07,2017-03-03,10018,MANHATTAN,Café/Coffee/Tea,302 WEST   38 STREET,7,1,1,16.0,7.0,6,2.66666666667,1.16666666667,35,795,0,"302 WEST   38 STREET, NY",40.7547995,-73.9921988
41633036,1.0,1.0,2014-04-11,2016-05-20,2015-05-01,10281,MANHATTAN,American,1 WORLD FINANCIAL CENTER,3,1,1,0.0,0.0,2,0.0,0.0,385,770,0,"1 WORLD FINANCIAL CENTER, NY",40.711067,-74.014632
41633091,18.0,16.0,2014-09-24,2017-03-15,2016-08-16,10459,BRONX,Spanish,855 EAST  169 STREET,9,1,2,17.0,14.0,8,2.125,1.75,211,903,0,"855 EAST  169 STREET, NY",40.8292814,-73.8969592
41633118,11.0,9.0,2013-07-09,2016-06-09,2015-12-21,11228,BROOKLYN,Armenian,6908 15 AVENUE,7,2,1,9.0,8.0,6,1.5,1.33333333333,171,1066,1,"6908 15 AVENUE, NY",40.6209465,-73.9999289
41633315,13.0,8.0,2013-12-27,2016-10-24,2016-05-13,10018,MANHATTAN,American,80 WEST   36 STREET,7,2,2,11.0,6.0,6,1.83333333333,1.0,164,1032,1,"80 WEST   36 STREET, NY",40.7508705,-73.9866322
41633327,11.0,6.0,2014-02-11,2016-09-22,2015-08-19,10016,MANHATTAN,English,45 EAST   28 STREET,5,2,2,9.0,4.0,4,2.25,1.0,400,954,1,"45 EAST   28 STREET, NY",40.7436304,-73.9844175
41633622,17.0,9.0,2014-03-05,2016-06-14,2016-05-25,11220,BROOKLYN,Japanese,6301 8 AVENUE,10,1,3,16.0,6.0,9,1.77777777778,0.666666666667,20,832,0,"6301 8 AVENUE, NY",40.6333829,-74.0113348
41633674,3.0,5.0,2014-12-22,2017-02-17,2016-01-27,11423,QUEENS,Caribbean,8808 183 STREET,3,1,1,2.0,4.0,2,1.0,2.0,387,788,0,"8808 183 STREET, NY",40.7135546,-73.7789699
41633807,8.0,7.0,2014-02-14,2016-10-07,2015-07-23,10001,MANHATTAN,American,311 WEST   34 STREET,6,1,1,7.0,6.0,5,1.4,1.2,442,966,0,"311 WEST   34 STREET, NY",40.7528457,-73.9941767
41634439,19.0,7.0,2014-06-12,2017-01-19,2016-11-29,11372,QUEENS,Indian,3766 74 STREET,10,1,1,18.0,6.0,9,2.0,0.666666666667,51,952,0,"3766 74 STREET, NY",40.7470984,-73.8917629
41634737,10.0,10.0,2014-04-25,2017-03-17,2016-06-17,10019,MANHATTAN,American,147 WEST   51 STREET,8,1,3,9.0,7.0,7,1.28571428571,1.0,273,1057,0,"147 WEST   51 STREET, NY",40.7612525,-73.9812958
41634845,18.0,11.0,2013-07-31,2016-04-04,2015-04-17,10018,MANHATTAN,Asian,11 WEST   36 STREET,8,2,1,16.0,10.0,7,2.28571428571,1.42857142857,353,978,1,"11 WEST   36 STREET, NY",40.7502602,-73.9844035
41634847,9.0,10.0,2013-05-30,2016-03-11,2015-10-07,10454,BRONX,Chinese,359 EAST  138 STREET,7,1,3,8.0,7.0,6,1.33333333333,1.16666666667,156,1016,0,"359 EAST  138 STREET, NY",40.8098189,-73.9238611
41634857,6.0,3.0,2014-10-27,2016-12-08,2016-11-16,11220,BROOKLYN,Chinese,6301 8 AVENUE,4,1,2,5.0,1.0,3,1.66666666667,0.333333333333,22,773,0,"6301 8 AVENUE, NY",40.6333829,-74.0113348
41635173,21.0,7.0,2014-03-25,2017-01-18,2016-10-04,10011,MANHATTAN,Japanese,61 WEST    8 STREET,9,1,1,20.0,6.0,8,2.5,0.75,106,1030,0,"61 WEST    8 STREET, NY",40.7336414,-73.9989613
41635390,23.0,8.0,2014-01-16,2017-01-12,2016-10-17,11374,QUEENS,Peruvian,9705 64 AVENUE,9,2,1,21.0,7.0,8,2.625,0.875,87,1092,1,"9705 64 AVENUE, NY",40.7298532,-73.8603813
41636384,15.0,8.0,2014-07-17,2016-12-22,2016-12-06,11364,QUEENS,American,21525 73 AVENUE,9,3,1,12.0,7.0,8,1.5,0.875,16,889,1,"21525 73 AVENUE, NY",40.7409415,-73.7585801
41636588,7.0,8.0,2014-01-07,2016-08-11,2015-12-18,10467,BRONX,Café/Coffee/Tea,47 EAST GUNHILL ROAD,8,1,1,6.0,7.0,7,0.857142857143,1.0,237,947,0,"47 EAST GUNHILL ROAD, NY",,
41636635,5.0,7.0,2014-04-29,2017-01-13,2015-11-20,11354,QUEENS,"Juice, Smoothies, Fruit Salads",13619 37 AVENUE,5,1,1,4.0,6.0,4,1.0,1.5,420,990,0,"13619 37 AVENUE, NY",40.761906,-73.8305134
41637125,4.0,3.0,2014-07-31,2016-08-19,2015-07-14,10011,MANHATTAN,American,109 WEST   17 STREET,3,2,3,2.0,0.0,2,1.0,0.0,402,750,1,"109 WEST   17 STREET, NY",40.73969,-73.9959196
41637438,9.0,8.0,2014-05-08,2016-07-12,2015-12-29,11220,BROOKLYN,American,4807 8 AVENUE,6,1,2,8.0,6.0,5,1.6,1.2,196,796,0,"4807 8 AVENUE, NY",40.8314596,-73.9356831
41637456,8.0,4.0,2013-05-23,2016-04-04,2015-02-23,10029,MANHATTAN,Chinese,305 EAST  115 STREET,5,2,1,6.0,3.0,4,1.5,0.75,406,1047,1,"305 EAST  115 STREET, NY",40.7962768,-73.9377279
41637582,4.0,4.0,2013-10-03,2016-09-03,2015-09-02,11101,QUEENS,Japanese,3801 31 STREET,4,1,2,3.0,2.0,3,1.0,0.666666666667,367,1066,0,"3801 31 STREET, NY",40.753531,-73.931841
41637941,8.0,9.0,2014-03-24,2016-04-25,2015-10-01,10452,BRONX,Chicken,101 EAST  167 STREET,6,1,2,7.0,7.0,5,1.4,1.4,207,763,0,"101 EAST  167 STREET, NY",40.8353457,-73.9190353
41638085,2.0,4.0,2014-06-06,2016-06-14,2015-06-13,10024,MANHATTAN,American,142 WEST   83 STREET,3,1,1,1.0,3.0,2,0.5,1.5,367,739,0,"142 WEST   83 STREET, NY",40.7850361,-73.9754237
41638524,6.0,10.0,2014-03-08,2017-02-02,2016-01-13,11375,QUEENS,Sandwiches,10728 71 AVENUE,7,1,1,5.0,9.0,6,0.833333333333,1.5,386,1062,0,"10728 71 AVENUE, NY",40.7218951,-73.8429284
41638553,15.0,12.0,2013-12-16,2016-11-14,2016-10-04,10019,MANHATTAN,Italian,370 WEST   51 STREET,10,1,2,14.0,10.0,9,1.55555555556,1.11111111111,41,1064,0,"370 WEST   51 STREET, NY",40.7638919,-73.9882472
41638918,12.0,10.0,2013-03-21,2016-02-25,2015-01-29,10019,MANHATTAN,Pizza,117 WEST   57 STREET,7,1,2,11.0,8.0,6,1.83333333333,1.33333333333,392,1071,0,"117 WEST   57 STREET, NY",40.7649161,-73.9779504
41639194,18.0,4.0,2015-03-11,2017-03-22,2016-09-28,10026,MANHATTAN,African,125 WEST  116 STREET,7,1,1,17.0,3.0,6,2.83333333333,0.5,175,742,0,"125 WEST  116 STREET, NY",40.8027519,-73.9507221
41639260,8.0,6.0,2013-08-29,2016-07-12,2016-04-15,10003,MANHATTAN,Pizza,328 EAST   14 STREET,6,1,1,7.0,5.0,5,1.4,1.0,88,1048,0,"328 EAST   14 STREET, NY",40.7316187,-73.9838938
41639463,9.0,6.0,2014-01-27,2016-08-22,2016-07-19,10023,MANHATTAN,American,47 WEST   66 STREET,7,1,1,8.0,5.0,6,1.33333333333,0.833333333333,34,938,0,"47 WEST   66 STREET, NY",40.7730414,-73.9799006
41639469,8.0,5.0,2014-02-27,2016-12-28,2016-06-28,10023,MANHATTAN,American,77 WEST   66 STREET,5,1,1,7.0,4.0,4,1.75,1.0,183,1035,0,"77 WEST   66 STREET, NY",40.7735297,-73.9805432
41639740,14.0,11.0,2014-03-06,2017-02-04,2016-12-14,10021,MANHATTAN,American,339 EAST   75 STREET,7,1,1,13.0,10.0,6,2.16666666667,1.66666666667,52,1066,0,"339 EAST   75 STREET, NY",40.7701191,-73.9549813
41639887,5.0,2.0,2013-06-27,2016-05-18,2015-05-19,10036,MANHATTAN,American,480 WEST   42 STREET,4,1,1,4.0,1.0,3,1.33333333333,0.333333333333,365,1056,0,"480 WEST   42 STREET, NY",40.7592276,-73.9952319
41639970,16.0,5.0,2014-10-16,2016-12-13,2016-11-10,10011,MANHATTAN,Chinese,170 WEST   23 STREET,7,1,2,15.0,3.0,6,2.5,0.5,33,789,0,"170 WEST   23 STREET, NY",40.7436585,-73.9953177
41640137,11.0,16.0,2013-11-02,2016-07-15,2015-11-09,10128,MANHATTAN,Continental,164 EAST   87 STREET,8,1,1,10.0,15.0,7,1.42857142857,2.14285714286,249,986,0,"164 EAST   87 STREET, NY",40.7797244,-73.9545322
41640238,11.0,4.0,2013-10-01,2016-05-17,2015-06-03,10458,BRONX,Chinese,214 EAST  198 STREET,8,1,2,10.0,2.0,7,1.42857142857,0.285714285714,349,959,0,"214 EAST  198 STREET, NY",40.8696601,-73.8904484
41640282,28.0,18.0,2014-02-18,2016-09-26,2016-08-30,10036,MANHATTAN,Japanese,321 WEST   44 STREET,13,2,1,26.0,17.0,12,2.16666666667,1.41666666667,27,951,1,"321 WEST   44 STREET, NY",40.7593023,-73.9900458
